,HANDLE_OAPEN_Library_ID,Publication_type,Publication_title,Publication_subtitle,Publication_ISBN,Publication_author,Publication_editor,Pubilcation_year,Publication_publisher,Publication_language,English_yes_no,Country,Continent,National_languages,Title_downloads,English_text_mining,Country_mentioned_yes_no,Country_score,Total_downloads_OAPEN_Library
237,20.500.12657/34628,book,NGOs in India,The challenges of women's empowerment and accountability,9780415544306,"Kilby, Patrick",,2010,Taylor & Francis,English[eng],English only,India,Asia,Hindi; English,2256.0,measuring women’s empowerment pune waste pickers waste pickers programme public benefit organizations administration 23 3 gender based violence karnataka watershed development local level ngos waste picker women poverty line bpl public administration 23 solid waste collection waste picker programme world bank 2009 bangladesh world development central social welfare district based ngos effective poverty alleviation foreign contributions regulation home affairs 2007 income generation programmes kach patra kashtakari operative scrap store poverty alleviation programmes smith sreen 1995 social welfare board strong empowerment outcomes waste pickers union watershed development project annapurna mahila mandal,No mention,5.0,20037.0
238,20.500.12657/34632,book,Civil Society and International Governance,"The Role of Non-State Actors in the EU, Africa, Asia and Middle East",9780415590631,"Bello, Valeria||Armstrong, David||Gilson, Julie||Spini, Debora",,2010,Taylor & Francis,English[eng],English only,Zimbabwe,Africa,English,69.0,global civil society accessed 4 march 4 march 2010 civil society organisations civil society actors french basque country civil society organizations transnational advocacy networks resisting regional governance social movement sector accessed 1 march civil society formations civil society representatives cross border cooperation global public space 1 march 2010 22 february 2010 accessed 22 february cross border collaboration european commission 2000 international labour movement organised civil society organized civil society,No mention,3.0,1506.0
239,20.500.12657/34655,book,"Bakhtin’s Theory of the Literary Chronotope: Reflections, Applications, Perspectives",,9789038215631,"Bemong, Nele||Borghart, Pieter||De Dobbeleer, Michel||Demoen, Kristoffel||De Temmerman, Koen||Keunen, Bart",,2010,Academia Press,English[eng],English only,Jordan,Asia,Arabic,19.0,iv chronotopical readings ii philosophical reflections nineteenth century realism reflections applications perspectives bakhtin milton delillo belgian literary polysystem chronotopic genre structures internal chronotopic genre adventure time space fall bakhtin milton historical poetics chronotopes century prose fiction chronotope reflections applications eulogizing realism documentary literary chronotope reflections nineteenth century prose realism documentary chronotopes gary saul morson biographical time space breathing human passion real historical time achilles tatius leucippe bakhtin’s chronotope concept emerson 1990 366 michael holquist trans modern greek literature 1986 austin university 26 january 2009 ancient greek novels,No mention,1.0,280.0
240,20.500.12657/24921,book,Images des corps / corps des images au cinéma,,9782847882124,"Game, Jérôme",,2010,ENS Éditions,English[eng],English only,France,Europe,French,578.0,images au cinéma c’est à dire boys don’t cry ce qui est à la fin dans le cinéma hou hsiao hsien la fin du vérité du désir corps sans visages la façon dont sous la direction au bullet time corps à l’écran du visage au images sans organes récit sans télos visage au dos à cet égard dissolution du corps du corps à la caméra œil la dissolution du la manière dont le corps du le paysage dans organes récit sans sans organes récit caméra œil au,No mention,8.0,10300.0
241,20.500.12657/26109,book,An Economic History of Cambodia in the Twentieth Century,,9789971694999,"Slocomb, Margaret",,2010,NUS Press,English[eng],English only,Cambodia,Asia,Khmer,272.0,226 287 indd chap 5 226 165 225 indd chap 4 165 73 126 indd chap 2 73 30 72 indd chap 1 30 127 164 indd chap 3 127 economy 1975 89 revolutionary economy 1975 299 329 indd notes 299 329 1 29 indd intro 1 29 change 1953 69 economic change 1953 independence economic change post independence economic phnom penh post colonial economy 1863 economy 1863 1953 economy 1970 75 wartime economy 1970 asian development bank delvert le paysan french indo china hundred riel note,No mention,2.0,672.0
242,20.500.12657/31709,book,Father of Persian Verse,Rudaki and his Poetry,9789087280925,"Tabatabai, Sassan",,2010,Leiden University Press,English[eng],English only,"Iran, Islamic Republic of",Asia,Persian,69.0,<U+0628><U+0631><U+06AF><U+0632><U+064A><U+062F><U+0647> <U+062F><U+064A><U+0648><U+0627><U+0646> <U+0631><U+0648><U+062F><U+06A9><U+06CC> <U+0622><U+0646> <U+0632><U+0645><U+0627><U+0646><U+0647> <U+0622><U+0647> <U+0634><U+062F> <U+0622><U+0646> <U+0632><U+0645><U+0627><U+0646><U+0647> a.a seyed gohrab nasr ibn ahmad iranian studies series <U+0627><U+0648> <U+0622><U+0647> <U+0628><U+0647> <U+0628><U+0686><U+06C0> <U+0627><U+0648> <U+0631><U+0627> <U+0632><U+0645><U+0627><U+0646><U+0647> <U+0622><U+0647> <U+0627><U+0648> <U+0648> <U+0645><U+0634><U+0643> <U+0648> classical persian poetry dark haired beauty feel silken soft ibn ahmad ii mythical persian hero silken soft beneath tenth century bukhara <U+0622><U+0646> <U+0622><U+0647> <U+0628><U+0647> <U+0622><U+0646> <U+0628><U+0632><U+0631><U+06AF><U+0648><U+0627><U+0631> <U+062E><U+062F><U+0627><U+0648><U+0646><U+062F> <U+0622><U+0646><U+062F> <U+0628><U+0647> <U+0632><U+0645><U+0627><U+0646><U+06CC> <U+0622><U+0647> <U+0628><U+0645><U+0627><U+0646><U+062F> <U+0628><U+0647> <U+0622><U+0647> <U+0646><U+0634><U+0646><U+0648><U+062F> <U+0627><U+0648> <U+0628><U+0627><U+062F> <U+0647><U+0645><U+06CC> <U+0627><U+0632> <U+0628><U+0627><U+063A> <U+0648> <U+0628><U+0648><U+0633><U+062A><U+0627><U+0646> <U+0628><U+062F><U+0627><U+0646> <U+0632><U+0645><U+0627><U+0646><U+0647> <U+0646><U+062F><U+064A><U+062F><U+06CC> <U+0628><U+062F><U+0648> <U+062F><U+0627><U+062F> <U+0648> <U+0628><U+0632><U+0631><U+06AF><U+06CC> <U+0648> <U+0646><U+0639><U+0645><U+062A> <U+0628><U+0633><U+0627> <U+0622><U+0633><U+0627> <U+0622><U+0647> <U+0628><U+0645><U+0627><U+0646><U+062F> <U+0628><U+0647> <U+062C><U+0647><U+0627><U+0646> <U+0628><U+0647> <U+062A><U+0648> <U+06AF><U+0631><U+0641><U+062A>,Country discussed,1.0,888.0
243,20.500.12657/31571,book,Selected Poems of Gregory of Nazianzus,"I.2.17; II.1.10, 19, 32: A Critical Edition with Introduction and Commentary",9783525252871,"Simelidis, Christos",,2010,Vandenhoeck & Ruprecht,English[eng],English only,Greece,Europe,Greek,125.0,ed tuilier bady gr naz carm <U+1F51>p<U+1F72><U+03C1> t<U+1FF6><U+03BD> a<U+1F50>t<U+03BF><U+1FE6> c<U+03C7>et<U+03BB><U+03B9>act<U+03B9><U+03BA><U+1F78><U+03BD> <U+1F51>p<U+1F72><U+03C1> t<U+1FF6><U+03BD> t<U+1FF6><U+03BD> a<U+1F50>t<U+03BF><U+1FE6> pa<U+03B8><U+1FF6><U+03BD> d<U+03B9>af<U+03CC><U+03C1><U+03C9><U+03BD> ß<U+03AF><U+03C9><U+03BD> µa<U+03BA>a<U+03C1><U+03B9>cµ<U+03BF><U+03AF> pe<U+03C1><U+1F76> t<U+1FC6>c t<U+03BF><U+1FE6> t<U+03BF><U+1FE6> ß<U+03AF><U+03BF><U+03C5> µata<U+03B9><U+03CC>t<U+03B7>t<U+03BF>c t<U+1FC6>c t<U+03BF><U+1FE6> ß<U+03AF><U+03BF><U+03C5> a<U+1F50>t<U+03BF><U+1FE6> pa<U+03B8><U+1FF6><U+03BD> ii pa<U+03B8><U+1FF6><U+03BD> ii 1.19 naz carm ii cf carm ii carm ii 1.1 p<U+03C1><U+1F78>c t<U+03BF><U+1F7A>c t<U+1FC6>c t<U+03BF><U+1F7A>c t<U+1FC6>c <U+03BA><U+03C9><U+03BD>cta<U+03BD>t<U+03B9><U+03BD><U+03BF><U+03C5>p<U+03CC><U+03BB>e<U+03C9>c t<U+1FC6>c <U+03BA><U+03C9><U+03BD>cta<U+03BD>t<U+03B9><U+03BD><U+03BF><U+03C5>p<U+03CC><U+03BB>e<U+03C9>c <U+1F31>e<U+03C1><U+03AD>ac carm ii 1.11 cf gr naz carm ii 2.7 µata<U+03B9><U+03CC>t<U+03B7>t<U+03BF>c ii 1.32 ß<U+03AF><U+03BF><U+03C5> µata<U+03B9><U+03CC>t<U+03B7>t<U+03BF>c <U+03BA>a<U+1F76> ß<U+03AF><U+03BF><U+03C5> µata<U+03B9><U+03CC>t<U+03B7>t<U+03BF>c ii µata<U+03B9><U+03CC>t<U+03B7>t<U+03BF>c <U+03BA>a<U+1F76> <U+1F00>p<U+03B9>ct<U+03AF>ac <U+03BA><U+03C9><U+03BD>cta<U+03BD>t<U+03B9><U+03BD><U+03BF><U+03C5>p<U+03CC><U+03BB>e<U+03C9>c <U+1F31>e<U+03C1><U+03AD>ac <U+03BA>a<U+1F76> <U+1F31>e<U+03C1><U+03AD>ac <U+03BA>a<U+1F76> a<U+1F50>t<U+1F74><U+03BD> gregory’s carm ii <U+03BA>a<U+1F76> <U+1F00>p<U+03B9>ct<U+03AF>ac <U+03BA>a<U+1F76> <U+1F00>p<U+03B9>ct<U+03AF>ac <U+03BA>a<U+1F76> <U+03BA><U+03BF><U+03B9><U+03BD><U+03BF><U+1FE6> cf lsj s.v,No mention,2.0,1717.0
244,20.500.12657/31773,book,Stylistic Use of Phraseological Units in Discourse,,9789027211767,"Naciscione, Anita",,2010,John Benjamins Publishing Company,English[eng],English only,Uzbekistan,Asia,Uzbek,69.0,5 phraseological units chapter 5 phraseological 7 applied stylistics chapter 7 applied extended phraseological metaphor carter 1994 1995 gibbs 1994 1999 discourse based approach 6 visual representation chapter 6 visual image bearing constituents chapter 2 identification french lieutenant’s woman 3 key concepts chapter 3 key image bearing constituent moskovskiy pedagogicheskiy institut explicit image bearing institut inostrannykh yazykov inostrannykh yazykov imeni pedagogicheskiy institut inostrannykh phd dissertation moskovskiy wales 1989 1995 bite one’s thumb chapter 1 phraseology dissertation moskovskiy pedagogicheskiy free word combination reber 1985 1995 stiff upper lip,No mention,6.0,873.0
245,20.500.12657/29700,book,Handbook of Intercultural Communication and Cooperation,Basics and Areas of Application,9783525403273,,"Thomas, Alexander||Kinast, Eva-Ulrike||Schroll-Machl, Sylvia",2010,Vandenhoeck & Ruprecht,English[eng],English only,Malawi,Africa,English; Chichewa,51.0,theoretical basis intercultural basis intercultural communication applied intercultural competence eva ulrike kinast culture assimilator training sylvia schroll machl diagnosis training evaluation training evaluation coaching basics diagnosis training culture assimilator trainings global corporate communication application intercultural competence schroll machl 2002 siegfried stumpf intercultural human resource development key cultural standards ulrike kinast intercultural intercultural human resource alexander thomas sylvia stefan kammhuber intercultural thomas sylvia schroll diagnosing applied intercultural foreign language competence intercultural hr development intercultural perception communication culture specific differences detmar grosse leege handelns göttingen pp human resource management intercultural project management,No mention,3.0,726.0
246,20.500.12657/24365,book,Sludge Reduction Technologies in Wastewater Treatment Plants,,9781843392781,"Foladori, Paolo||Andreottola, Gianna||Ziglio, Giuliano",,2010,IWA Publishing,English[eng],English only,Colombia,South America,Spanish,244.0,wastewater handling units sludge handling units sludge reduction techniques thermo chemical treatment activated sludge process thermal pre treatment waste activated sludge excess sludge production thermophilic anaerobic digestion maximum growth yield sludge retention time conventional activated sludge publishing london uk sludge water science stirred ball mills foladori gianni andreottola lysis cryptic growth paola foladori gianni sludge reduction technique wet air oxidation autothermal thermophilic aerobic overview techniques integrated thermophilic aerobic reactor activated sludge processes cell lysis cryptic membrane biological reactors giuliano ziglio isbn iwa publishing sludge mesophilic anaerobic digestion,No mention,9.0,3663.0
247,20.500.12657/30872,book,Saamentutkimus tänään,,9789522222206,,"Pulkkinen, Risto||Halinen, Petri||Seurujärvi-Kari, Irja",2011,Finnish Literature Society / SKS,Finnish[fin],Non-English,Finland,Europe,Finnish; Swedish,421.0,,,8.0,6482.0
248,20.500.12657/31640,book,The African National Congress and the Regeneration of Political Power,,9781868145423,"Booysen, Susan",,2011,Wits University Press,English[eng],English only,South Africa,Africa,Afrikaans; English,3274.0,african national congress local election 2011 anc movement party national congress anc win representation percentage christian democratic party local government elections democratic south africa african christian democratic national democratic revolution service delivery protests united democratic movement 2011 local government democratic party dp democratic movement udm democratic party acdp provincial vote gained south african politics local government election national party nnp susan booysen 2009 inkatha freedom party national party np anc youth league freedom front ff freedom party ifp pan africanist congress regenerating political power 2011 local elections 52nd national conference,Country discussed,9.0,18975.0
249,20.500.12657/32554,book,World Heritage Angkor and Beyond - Circumstances and Implications of UNESCO Listings in Cambodia,,9783863950323,"Brigitta, Hauser-Schäublin",,2011,Universitätsverlag Göttingen,English[eng],English only,Cambodia,Asia,Khmer,90.0,world heritage site brigitta hauser schäublin world heritage sites angkor world heritage siem reap angkor siem reap province unesco world heritage amateur play writing world heritage committee national amateur play run ta ek sam ang 1987 tourism leisure 2009 apsara authority 2008 world heritage convention world heritage list cf miura 2004 junior management staff chau sun 2006 intangible cultural heritage heritage relationships global july 29 2010 penh icc unesco phnom penh icc reap angkor region sunderland u.k centre apsara authority 2005 preah vihear cambodia relationships global national temple preah vihear,Country discussed,2.0,672.0
250,20.500.12657/33603,book,Sung Tales from the Papua New Guinea Highlands,"Studies in Form, Meaning, and Sociocultural Context",9781921862212,"Rumsey, Alan||Niles, Don",,2011,ANU Press,English[eng],English only,Papua New Guinea,Oceania,English,618.0,tom yaya kange ku waru sung highlands sung tales melpa kang rom ipili sung tales kau nala tapeyo àe nde ah waru sung tales ku waru region 1 introducing highlands cannibals chanted tales duna sung tales huli sung tales introducing highlands sung 5 sung tales australian national university enga tindi pii southern highlands province pugh kitingan 1981 radio western highlands tindi narratives sung 11 style plot 12 metric melodies huli bì té tom yaya tales hants ashgate publishing pacific hants ashgate karinj sung tales ku waru tom clay ground gilara,No mention,6.0,4085.0
251,20.500.12657/33954,book,Power shifts in a changing world order,,xxxxxxxxxx,"WRR/AIV/ Eerste Kamer der Staten-Generaal/ In,",,2011,WRR,English[eng],English only,Kenya,Africa,English,329.0,dutch foreign policy jan peter balkenende wei wei zhang international relations clingendael 400 million people foreign affairs committee nuclear power stations rare earth metals strategic foreign policy foreign affairs council global governance system resource constrained world baar journalist hp bakker executive director chatham house 2010 director energy environment flemish foreign affairs frits korthals altes global economic governance global power shifts international economic system putting people’s livelihood research director energy seeking strategic alliances social market economy trojan advisory council zwaan clingendael institute age bakker executive american foreign policy,No mention,3.0,3124.0
252,20.500.12657/34574,book,Heirs to world culture; Being Indonesian 1950-1965,,9789067183796,"Lindsay, Jennifer||Liem, Maya H.T.",,2011,Brill,English[eng],English only,Indonesia,Asia,Indonesian,413.0,koesalah soebagyo toer pramoedya ananta toer irawati durban ardjo rhoma dwi aria dwi aria yuliantri hairus salim hs maya h.t liem nyoman darma putra ang hien hoo culture 1950 1965 modern indonesian literature 4 indonesian muslims indonesian islamic cultural 1950 1965 period islamic cultural identity lekra’s modern national modern national theatre theatre 1959 1965 misbach yusa biran 8 performing indonesia cultural identity 1956 identity 1956 1965 national theatre 1959 performing indonesia abroad world culture 1950 10 malang mignon 13 creating culture surat kepercayaan gelanggang 5 honoured guests gema islam 3,Country discussed,5.0,5941.0
253,20.500.12657/34592,book,Making Room for People,"Choice, Voice and Liveability in Residential Areas",9789085940326,"Qu, Lei||Hasselaar, Evert",,2011,Techne Press,English[eng],English only,Singapore,Asia,English; Malay; Mandarin Chinese; Tamil,120.0,collective private commissioning client controlled development collective client controlled citizens active engagement socio spatial restructuring neighbourhood design ateliers ateliers social innovation design ateliers social private commissioning projects children’s day care participatory commissioning projects day care centre private commissioning collective social housing associations urban renewal programmes architecture delft university commissioning collective private housing spatial planning major cities policy public private partnerships real estate sector 2600 ga delft cohabitation strategies 2010 dec 7 2010 groene dak utrecht mentally disabled children private commissioning project social rented dwellings social rented housing social rented sector,No mention,1.0,1470.0
254,20.500.12657/34620,book,Multinational Corporations and Local Firms in Emerging Economies,,9789089642943,,"Hansen, Michael W.||Rugraff, Eric",2011,Amsterdam University Press,English[eng],English only,Zambia,Africa,English,116.0,foreign direct investment tech tech tech attracting foreign direct mutual productivity spillovers world investment report katalin antalóczy magdolna antalóczy magdolna sass companies transfer technology crt kostevc tjaša kostevc tjaša redek multinational companies transfer south african government mnc local firm osmund osinachi uzor south african textiles apparel low tech east central european food low tech direct investment policies privatization related fdi tech low tech tegal metalworking industry local firm interaction building fi xtures central european countries fi xtures low low tech low michigan ann arbor textiles low tech,No mention,0.0,2333.0
255,20.500.12657/34649,book,Singapore in Global History,,9789089643247,,"Heng, Derek||Aljunied, Syed Muhd Khairudin",2011,Amsterdam University Press,English[eng],English only,Singapore,Asia,English; Malay; Mandarin Chinese; Tamil,234.0,lee kuan yew stars.nhb.gov.sg stars public http stars.nhb.gov.sg stars doc http stars.nhb.gov.sg syed muhd khairudin muhd khairudin aljunied lee kuan yew’s straits chinese magazine ky okai zasshi south china sea southeast asian studies 1967 lky 1967 1966 lky 1966 ang cheng guan kuan yew’s strategic han wai toon han rambutan orchard huei ying kuo lai chee kien late nineteenth century 1975 lky 1975 nan’yo kyo kai south bridge road chinese anti japanese colonial public sphere larger regional context lim mu hue loh kah seng maria hertogh riots ru sho hin,No mention,1.0,1470.0
256,20.500.12657/31471,book,Disability and Poverty,A Global Challenge,9781847428851,"Eide, Arne||Ingstad, Benedicte",,2011,Policy Press,English[eng],English only,Zimbabwe,Africa,English,133.0,low income countries berkeley ca university social security system dc world bank washington dc world world health organization comprehensive social security disabled disabled disabled millennium development goals aged 5 18 living conditions survey california press pp community based rehabilitation disability disability disability development goals mdgs namibia zimbabwe malawi poverty reduction policies poverty reduction strategy whyte eds disability zimbabwe malawi zambia culture berkeley ca disabled people’s organisations including disabled people national representative study people’s organisations dpos reduction strategy paper sintef health research 2003 including disabled national economic council refugee law project,Country discussed,3.0,1506.0
257,20.500.12657/30264,book,Empire's Garden,Assam and the Making of India,9780822350323,"Sharma, Jayeeta",,2011,Duke University Press,English[eng],English only,India,Asia,Hindi; English,3038.0,east india company late nineteenth century british parliamentary papers borderlands rice eaters bringing progress restoring padmanath gohain barua progress restoring culture eaters tea growers rice eaters tea assam district gazetteers ed assam district jungle empire’s garden mid nineteenth century nature’s jungle empire’s 1792 17 oriental allen ed assam british library london asom sahitya sabha ce collection british collection british library north east india 1839 paper 63 39 1839 paper east india company’s social history review anandaram dhekial phukan guwahati publication board assam bandhu 1885,Country discussed,5.0,20037.0
258,20.500.12657/30778,book,The Birth of Capitalism,A 21st Century Perspective,9780745329604,"Heller, Henry",,2011,Pluto Press,English[eng],English only,"Tanzania, United Republic of",Africa,English,223.0,dobb 1946 pp late middle ages late medieval crisis agrarian class structure byres 1996 pp capitalist world system economic history review ellen meiskins wood vries 2008 pp wallerstein 1974 pp andre gunder frank arrighi 2007 pp berg 1994 pp external prime mover moriceau jean marc thompson 1968 pp wood 1999 pp anderson 1974b pp bagchi 2005 pp british industrial revolution eighteenth century england hilton 1976a pp hilton rodney howard late medieval period late seventeenth century modern world system monthly review press,No mention,0.0,2181.0
259,20.500.12657/27327,book,The Impact of Formal and Informal Institutions on Economic Growth,A Case Study on the MENA Region,9783631616161,"Dobler, Constanze",,2011,Peter Lang International Academic Publishers,English[eng],English only,Cambodia,Asia,Khmer,31.0,illustration data accessed october 27 2009 27 october 2009 action choice rule july 2 2009 selected advanced economies action choice rules accessed 27 october providing agency services advanced economies source foundation online index heritage foundation online logrgdpl logrgdpl logrgdpl october 2009 online bank wdi database facto political power lipsey carlaw bekar secure property rights 1 d 1 accessed july 2 lifetime expected utility 5 5 pf carlaw bekar 2005 march 10 2010 property rights index d 1 hh data accessed 27 data accessed july index 0 100 world bank wdi,No mention,2.0,672.0
260,20.500.12657/30431,book,Glaubensfragen in Europa,Religion und Politik im Konflikt,9783837617078,,"Ariëns, Elke||König, Helmut||Sicking, Manfred",2011,transcript Verlag,German[ger],Non-English,Austria,Europe,German,607.0,,,10.0,6536.0
261,20.500.12657/23793,chapter,Chapter 3 Implicature and explicature,,9783110214215,"Carston, Robyn||Hall, Alison","Schmid, Hans-Jörg",2012,De Gruyter,English[eng],English only,Saudi Arabia,Asia,Arabic,135.0,truth conditional content free pragmatic enrichment relevance theoretic account intuitive truth conditional explicit implicit distinction wilson 1986 1995 conventional linguistic meaning explicit utterance content georg peter eds grice 1967 89 linguistically encoded meaning philosophy knowledge meaning proposition explicitly communicated semantics pragmatics distinction 2004 minimal semantics 9 it’s snowing agatha christie’s books amy insulted max based relevance theoretic burton roberts ed cognitively based relevance deirdre wilson’s papers distinct implicated propositions encoded linguistic meaning explicature implicature distinction françois recanati’s philosophy gelman eds mapping,No mention,1.0,975.0
262,20.500.12657/23949,book,Appuyer les organisations de producteurs,,9782759218066,"Dugué, Marie-Jo||Pesche, Denis||Le Coq, Jean-François",,2012,éditions Quae,French[fre],Non-English,Cameroon,Africa,English; French,110.0,,,10.0,2686.0
263,20.500.12657/23949,book,Appuyer les organisations de producteurs,,9782759218066,"Dugué, Marie-Jo||Pesche, Denis||Le Coq, Jean-François",,2012,éditions Quae,French[fre],Non-English,Senegal,Africa,French,62.0,,,9.0,1032.0
264,20.500.12657/26065,book,Open Access,,9780262300988,"Suber, Peter",,2012,The MIT Press,English[eng],English only,Iceland,Europe,Icelandic,32.0,bitstream handle 1 dash.harvard.edu bitstream handle http dash.harvard.edu bitstream toll access journals htm sequence 1 http oad.simmons.edu oadwiki toll access publishers html sequence 1 peer reviewed journals green oa mandates toll access journal arl.org lists sparc fee based oa http www.earlham.edu peters https mx2 arl.org lists sparc oaforum mx2 arl.org lists rights retention policies sparc oaforum message www.earlham.edu peters fos unanimous faculty votes peer reviewed research access directory list access newsletter march based oa journals green oa oa newsletter april 2 peer reviewed oa access newsletter june access newsletter october,No mention,3.0,374.0
265,20.500.12657/30302,book,"Virgil, Aeneid, 4.1–299","Latin Text, Study Questions, Commentary and Interpretative Essays",9781909254176,"Gildenhard, Ingo",,2012,Open Book Publishers,English[eng],English only,Egypt,Africa,Arabic,558.0,rome’s civic religion uu uu uu uulnus alit uenis loeb classical library magno cum murmure animum flammauit amore aut qua spe est mollis flamma genus esse deorum heu quibus ille iamdudum saucia cura lateri letalis harundo magno misceri murmure mollis flamma medullas nec super ipse nec uana fides speluncam dido dux tantarum gloria rerum tela sonant umeris ad moenia torsit adloquitur male sana animos timor arguit ante ora deum ardet abire fuga ascanione pater romanas bella exhausta canebat commixta grandine nimbus conubio iungam stabili cum sic unanimam degeneres animos timor,No mention,4.0,2274.0
266,20.500.12657/31251,book,Oral Literature in Africa,,9781906924720,"Finnegan, Ruth",,2012,Open Book Publishers,English[eng],English only,Nigeria,Africa,English,377.0,african oral literature 13 prose narratives narratives ii content prose narratives ii special purpose poetry 7 religious poetry 16 oratory formal 8 special purpose dale ii 1920 oratory formal speaking photo ruth finnegan world oral literature 1961 photo ruth african unwritten literature chadwicks iii 1940 oral literature project southern bantu praise 12 prose narratives 6 elegiac poetry lindblom iii 1934 afr language studies afr music 2 international african institute 11 children’s songs 7 drum language african oral art je partirai demain ka harika lontha southern bantu panegyric,No mention,4.0,5681.0
267,20.500.12657/31251,book,Oral Literature in Africa,,9781906924720,"Finnegan, Ruth",,2012,Open Book Publishers,English[eng],English only,Kenya,Africa,English,307.0,african oral literature 13 prose narratives narratives ii content prose narratives ii special purpose poetry 7 religious poetry 16 oratory formal 8 special purpose dale ii 1920 oratory formal speaking photo ruth finnegan world oral literature 1961 photo ruth african unwritten literature chadwicks iii 1940 oral literature project southern bantu praise 12 prose narratives 6 elegiac poetry lindblom iii 1934 afr language studies afr music 2 international african institute 11 children’s songs 7 drum language african oral art je partirai demain ka harika lontha southern bantu panegyric,No mention,3.0,3124.0
268,20.500.12657/31251,book,Oral Literature in Africa,,9781906924720,"Finnegan, Ruth",,2012,Open Book Publishers,English[eng],English only,Malawi,Africa,English; Chichewa,58.0,african oral literature 13 prose narratives narratives ii content prose narratives ii special purpose poetry 7 religious poetry 16 oratory formal 8 special purpose dale ii 1920 oratory formal speaking photo ruth finnegan world oral literature 1961 photo ruth african unwritten literature chadwicks iii 1940 oral literature project southern bantu praise 12 prose narratives 6 elegiac poetry lindblom iii 1934 afr language studies afr music 2 international african institute 11 children’s songs 7 drum language african oral art je partirai demain ka harika lontha southern bantu panegyric,No mention,3.0,726.0
269,20.500.12657/31251,book,Oral Literature in Africa,,9781906924720,"Finnegan, Ruth",,2012,Open Book Publishers,English[eng],English only,Uganda,Africa,English; Swahili,59.0,african oral literature 13 prose narratives narratives ii content prose narratives ii special purpose poetry 7 religious poetry 16 oratory formal 8 special purpose dale ii 1920 oratory formal speaking photo ruth finnegan world oral literature 1961 photo ruth african unwritten literature chadwicks iii 1940 oral literature project southern bantu praise 12 prose narratives 6 elegiac poetry lindblom iii 1934 afr language studies afr music 2 international african institute 11 children’s songs 7 drum language african oral art je partirai demain ka harika lontha southern bantu panegyric,No mention,2.0,1399.0
270,20.500.12657/31251,book,Oral Literature in Africa,,9781906924720,"Finnegan, Ruth",,2012,Open Book Publishers,English[eng],English only,Ghana,Africa,English,309.0,african oral literature 13 prose narratives narratives ii content prose narratives ii special purpose poetry 7 religious poetry 16 oratory formal 8 special purpose dale ii 1920 oratory formal speaking photo ruth finnegan world oral literature 1961 photo ruth african unwritten literature chadwicks iii 1940 oral literature project southern bantu praise 12 prose narratives 6 elegiac poetry lindblom iii 1934 afr language studies afr music 2 international african institute 11 children’s songs 7 drum language african oral art je partirai demain ka harika lontha southern bantu panegyric,No mention,0.0,2051.0
271,20.500.12657/31251,book,Oral Literature in Africa,,9781906924720,"Finnegan, Ruth",,2012,Open Book Publishers,English[eng],English only,"Tanzania, United Republic of",Africa,English,178.0,african oral literature 13 prose narratives narratives ii content prose narratives ii special purpose poetry 7 religious poetry 16 oratory formal 8 special purpose dale ii 1920 oratory formal speaking photo ruth finnegan world oral literature 1961 photo ruth african unwritten literature chadwicks iii 1940 oral literature project southern bantu praise 12 prose narratives 6 elegiac poetry lindblom iii 1934 afr language studies afr music 2 international african institute 11 children’s songs 7 drum language african oral art je partirai demain ka harika lontha southern bantu panegyric,No mention,0.0,2181.0
272,20.500.12657/31769,book,Unearthing Gender,Folksongs of North India,9780822351191,"Jassal, Smita Tewari",,2012,Duke University Press,English[eng],English only,India,Asia,Hindi; English,1180.0,kolo kolo bhata¯r upper caste women devar bha¯bhi¯ bond devi misraulia chhapra eastern uttar pradesh kolo bhata¯r badlaiya¯ meena devi misraulia cali dha¯n ropai courtyard atara jaunpur dha¯n ropai dhaniya¯ guddu rangeela chatkaar rangeela chatkaar holi shanti’s courtyard atara a¯va¯ cali dha¯n india berkeley university lila abu lughod suruju harauva¯ ho ann grodzins gold bhauj¯i rang da¯le dhi¯re dhi¯re a¯va¯ jab nibi kauri¯ jan sewa ashram kajariya¯ khelei ja¯yau ke oat hamen lower caste women sita ho ja¯k smita tewari jassal,Country discussed,5.0,20037.0
273,20.500.12657/31772,book,The Corporation That Changed the World,How the East India Company Shaped the Modern Multinational,9780745331966,"Robins, Nick",,2012,Pluto Press,English[eng],English only,Bangladesh,Asia,English,94.0,east india company east india house robins t02502 00 t02502 00 pre east india company’s siraj ud daula east indian crash york daily tribune john stuart mill joint stock corporation robins t02502 02 t02502 02 index company’s share price consulted 20 02 iv chap vii london hodder stoughton london routledge 1998 south sea bubble 1757 1837 london 1837 london kegan book iv chap english east india kegan paul trench london kegan paul paul trench trubner romesh chunder dutt boston tea party,No mention,2.0,1285.0
274,20.500.12657/32086,book,Manifiesto del Nuevo Realismo,,9788842098928,"Ferraris, Maurizio",,2012,Ariadna Ediciones,Spanish; Castilian[spa],Non-English,Spain,Europe,Spanish,589.0,,,4.0,2626.0
275,20.500.12657/32086,book,Manifiesto del Nuevo Realismo,,9788842098928,"Ferraris, Maurizio",,2012,Ariadna Ediciones,Spanish; Castilian[spa],Non-English,Mexico,North America,Spanish,429.0,,,6.0,8322.0
276,20.500.12657/32086,book,Manifiesto del Nuevo Realismo,,9788842098928,"Ferraris, Maurizio",,2012,Ariadna Ediciones,Spanish; Castilian[spa],Non-English,Argentina,South America,Spanish,176.0,,,10.0,1549.0
